VIN (1-10),Model Year,Make,Model,EVType_ID,Eligibility_ID,Electric Range
"KMHM54AC7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KRDAF9P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K33AG8P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KRDAF3P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K53AG3P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KMDAF7P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AC8P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K53AG4P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KRDAF7P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K33AG9P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM34AC7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K33AG3P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KR4AE6P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AC5P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KMDAFXP",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KM4AE3P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K23AG8P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AC5P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K23AG1P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM34AA9P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KM4AEXP",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AC3P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K23AG2P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AC2P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM34AC4P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K23AG7P",2023,"HYUNDAI","KONA","BEV",2,
"KM8K53AG1P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KM4AE9P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K23AG4P",2023,"HYUNDAI","KONA","BEV",2,
"KM8K23AG5P",2023,"HYUNDAI","KONA","BEV",2,
"KM8K33AGXP",2023,"HYUNDAI","KONA","BEV",2,
"KM8K53AG2P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54ACXP",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K23AG0P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM34AC2P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE8P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K23AG3P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM34AAXP",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KMDAF5P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K23AG9P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KMDAF2P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K33AG5P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM34AA0P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KMDAF1P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K33AG7P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KMDAF8P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K53AG5P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KMDAF9P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM54AC0P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE4P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K53AG6P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AC3P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AA2P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K53AG9P",2023,"HYUNDAI","KONA","BEV",2,
"KM8K33AG2P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AA7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K33AG4P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KN4AE9P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM24AA1P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K53AG7P",2023,"HYUNDAI","KONA","BEV",2,
"KM8KN4AE0P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K33AG0P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AA6P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KMDAF6P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8K53AG0P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AA9P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8K33AG6P",2023,"HYUNDAI","KONA","BEV",2,
"KMHM54AC4P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM54AC6P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KM4AB0P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM54AA8P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE2P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AA6P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AEXP",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KR4AE5P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AA4P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KM4AE4P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KM4AE5P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AC9P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM54AA4P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM54AA5P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KR4AEXP",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KR4AE7P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AA1P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE7P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AA3P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AC2P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM54AC9P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KM4AE0P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM54AA3P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE6P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM24AC1P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KR4AE2P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KR4AE4P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KN4AE3P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM24AC4P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AC3P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AA7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AC5P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AC7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24ACXP",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KM4AB3P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM34AA7P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KN4AE1P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KM8KN4AE5P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM54AA2P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KM8KR4AE3P",2023,"HYUNDAI","IONIQ 5","BEV",2,
"KMHM24AC0P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"KMHM24AC9P",2023,"HYUNDAI","IONIQ 6","BEV",2,
"1N4AZ1BV9P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV8P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV3P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV2P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV2P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV5P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV5P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV4P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV3P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV6P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV1P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV4P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV0P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV0P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CVXP",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV1P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BVXP",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV7P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV6P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV8P",2023,"NISSAN","LEAF","BEV",2,
"1N4AZ1BV7P",2023,"NISSAN","LEAF","BEV",2,
"1N4CZ1CV9P",2023,"NISSAN","LEAF","BEV",2,
"JN1DF0CD2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BAXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CDXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA9P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BAXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA5P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BBXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1AF0BA1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA7P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB6P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA1P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0CD4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1DF0BB8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA3P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0BA8P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BBXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1CF0BB4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA4P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA2P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AAXP",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"JN1BF0AA0P",2023,"NISSAN","ARIYA HATCHBACK","BEV",2,
"7FCTGAAA1P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL5P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA7P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABA2P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA3P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA5P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA6P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAA9P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABA0P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA1P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABAXP",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA8P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA4P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGBBA6P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABL4P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAAXP",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAA3P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAA2P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABA7P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBA8P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA2P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL8P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA9P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABLXP",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABA4P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA3P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABA9P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAA4P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL0P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAA0P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAA6P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAA8P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL6P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAA7P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAAXP",2023,"RIVIAN","R1T","BEV",2,
"7PDSGBBA0P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAA5P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAL3P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGBBA7P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA6P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGBBA5P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGAAL7P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL3P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBAXP",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBA9P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBA1P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBA4P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA0P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAL9P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGBAA5P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAALXP",2023,"RIVIAN","R1T","BEV",2,
"7FCTGBAA1P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL7P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGABL2P",2023,"RIVIAN","R1S","BEV",2,
"7FCTGBAA8P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAL4P",2023,"RIVIAN","R1T","BEV",2,
"7FCEHEB79P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB71P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB73P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB72P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB78P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB74P",2023,"RIVIAN","EDV","BEV",2,
"7FCTGAAL8P",2023,"RIVIAN","R1T","BEV",2,
"7PDSGABL9P",2023,"RIVIAN","R1S","BEV",2,
"7FCEHEB75P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB76P",2023,"RIVIAN","EDV","BEV",2,
"7PDSGBBA3P",2023,"RIVIAN","R1S","BEV",2,
"7FCEHEB77P",2023,"RIVIAN","EDV","BEV",2,
"7PDSGABL1P",2023,"RIVIAN","R1S","BEV",2,
"7PDSGBBA2P",2023,"RIVIAN","R1S","BEV",2,
"7FCEHEB51P",2023,"RIVIAN","EDV","BEV",2,
"7FCTGAAL1P",2023,"RIVIAN","R1T","BEV",2,
"7FCEHEB70P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB56P",2023,"RIVIAN","EDV","BEV",2,
"7FCTGAAL0P",2023,"RIVIAN","R1T","BEV",2,
"7FCEHEB7XP",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB52P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB55P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB54P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB5XP",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB53P",2023,"RIVIAN","EDV","BEV",2,
"7FCTGAAL5P",2023,"RIVIAN","R1T","BEV",2,
"7FCEHEB59P",2023,"RIVIAN","EDV","BEV",2,
"7FCTGAAL6P",2023,"RIVIAN","R1T","BEV",2,
"7FCTGAAL2P",2023,"RIVIAN","R1T","BEV",2,
"7FCEHEB50P",2023,"RIVIAN","EDV","BEV",2,
"7FCEHEB57P",2023,"RIVIAN","EDV","BEV",2,
"KNDC34LA4P",2023,"KIA","EV6","BEV",2,
"KNDC3DLCXP",2023,"KIA","EV6","BEV",2,
"KNDC5DLE7P",2023,"KIA","EV6","BEV",2,
"KNDC3DLC8P",2023,"KIA","EV6","BEV",2,
"KNDC4DLCXP",2023,"KIA","EV6","BEV",2,
"KNDC3DLC2P",2023,"KIA","EV6","BEV",2,
"KNDCR3L13P",2023,"KIA","NIRO","BEV",2,
"KNDC34LB4P",2023,"KIA","EV6","BEV",2,
"KNDC3DLC5P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC4P",2023,"KIA","EV6","BEV",2,
"KNDC34LA5P",2023,"KIA","EV6","BEV",2,
"KNDCR3L1XP",2023,"KIA","NIRO","BEV",2,
"KNDC3DLC4P",2023,"KIA","EV6","BEV",2,
"KNDC3DLC3P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC5P",2023,"KIA","EV6","BEV",2,
"KNDC44LA3P",2023,"KIA","EV6","BEV",2,
"KNDC3DLC0P",2023,"KIA","EV6","BEV",2,
"KNDC34LA7P",2023,"KIA","EV6","BEV",2,
"KNDC44LA0P",2023,"KIA","EV6","BEV",2,
"KNDCR3L10P",2023,"KIA","NIRO","BEV",2,
"KNDCR3L14P",2023,"KIA","NIRO","BEV",2,
"KNDC3DLC1P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE0P",2023,"KIA","EV6","BEV",2,
"KNDC34LB9P",2023,"KIA","EV6","BEV",2,
"KNDC3DLC6P",2023,"KIA","EV6","BEV",2,
"KNDCR3L11P",2023,"KIA","NIRO","BEV",2,
"KNDC3DLC7P",2023,"KIA","EV6","BEV",2,
"KNDCT3L11P",2023,"KIA","NIRO","BEV",2,
"KNDC4DLC2P",2023,"KIA","EV6","BEV",2,
"KNDCT3L12P",2023,"KIA","NIRO","BEV",2,
"KNDC5DLE8P",2023,"KIA","EV6","BEV",2,
"KNDCT3L13P",2023,"KIA","NIRO","BEV",2,
"KNDCT3L19P",2023,"KIA","NIRO","BEV",2,
"KNDCT3L10P",2023,"KIA","NIRO","BEV",2,
"KNDC4DLC7P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC1P",2023,"KIA","EV6","BEV",2,
"KNDC34LB0P",2023,"KIA","EV6","BEV",2,
"KNDCR3L17P",2023,"KIA","NIRO","BEV",2,
"KNDCR3L16P",2023,"KIA","NIRO","BEV",2,
"KNDC3DLC9P",2023,"KIA","EV6","BEV",2,
"KNDCT3L15P",2023,"KIA","NIRO","BEV",2,
"KNDC34LA8P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC0P",2023,"KIA","EV6","BEV",2,
"KNDC34LA9P",2023,"KIA","EV6","BEV",2,
"KNDCT3L18P",2023,"KIA","NIRO","BEV",2,
"KNDCT3L14P",2023,"KIA","NIRO","BEV",2,
"KNDCR3L15P",2023,"KIA","NIRO","BEV",2,
"KNDC34LA3P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC6P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE5P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC9P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC8P",2023,"KIA","EV6","BEV",2,
"KNDC34LA6P",2023,"KIA","EV6","BEV",2,
"KNDC4DLC3P",2023,"KIA","EV6","BEV",2,
"KNDC44LA5P",2023,"KIA","EV6","BEV",2,
"KNDCT3L16P",2023,"KIA","NIRO","BEV",2,
"KNDCR3L12P",2023,"KIA","NIRO","BEV",2,
"KNDCR3L19P",2023,"KIA","NIRO","BEV",2,
"KNDC34LAXP",2023,"KIA","EV6","BEV",2,
"KNDC34LB3P",2023,"KIA","EV6","BEV",2,
"KNDCT3L1XP",2023,"KIA","NIRO","BEV",2,
"KNDCR3L18P",2023,"KIA","NIRO","BEV",2,
"KNDC5DLEXP",2023,"KIA","EV6","BEV",2,
"KNDCT3L17P",2023,"KIA","NIRO","BEV",2,
"KNDC5DLE3P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE2P",2023,"KIA","EV6","BEV",2,
"KNDC34LB5P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE6P",2023,"KIA","EV6","BEV",2,
"KNDC34LA0P",2023,"KIA","EV6","BEV",2,
"KNDC34LA1P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE9P",2023,"KIA","EV6","BEV",2,
"KNDC34LB7P",2023,"KIA","EV6","BEV",2,
"KNDC34LBXP",2023,"KIA","EV6","BEV",2,
"KNDC34LB2P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE1P",2023,"KIA","EV6","BEV",2,
"KNDC5DLE4P",2023,"KIA","EV6","BEV",2,
"KNDC34LB1P",2023,"KIA","EV6","BEV",2,
"KNDC34LB6P",2023,"KIA","EV6","BEV",2,
"KNDC34LA2P",2023,"KIA","EV6","BEV",2,
"KNDC44LA6P",2023,"KIA","EV6","BEV",2,
"KNDC44LA4P",2023,"KIA","EV6","BEV",2,
"KNDC44LA1P",2023,"KIA","EV6","BEV",2,
"KNDC44LA8P",2023,"KIA","EV6","BEV",2,
"KNDC44LA2P",2023,"KIA","EV6","BEV",2,
"YV4ED3ULXP",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM7P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM9P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM2P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GL0P",2023,"VOLVO","C40","BEV",2,
"YV4ED3UM5P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UL8P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GM2P",2023,"VOLVO","C40","BEV",2,
"YV4ED3UL2P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM4P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM1P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UL7P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GM5P",2023,"VOLVO","C40","BEV",2,
"YV4ED3GMXP",2023,"VOLVO","C40","BEV",2,
"YV4ED3UL3P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GL4P",2023,"VOLVO","C40","BEV",2,
"YV4ED3UM6P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM0P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UW0P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GL1P",2023,"VOLVO","C40","BEV",2,
"YV4ED3GM7P",2023,"VOLVO","C40","BEV",2,
"YV4ED3UW2P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3GM3P",2023,"VOLVO","C40","BEV",2,
"YV4ED3UL5P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UM3P",2023,"VOLVO","XC40","BEV",2,
"YV4ED3UL6P",2023,"VOLVO","XC40","BEV",2,
