VIN (1-10),Model Year,Make,Model,EVType_ID,Eligibility_ID,Electric Range
"1FTVW3LU4S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK5S",2025,"FORD","F-150","BEV",2,
"1FT6W3L79S",2025,"FORD","F-150","BEV",2,
"1FT6W3L73S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU8S",2025,"FORD","F-150","BEV",2,
"1FT6W3L77S",2025,"FORD","F-150","BEV",2,
"1FT6W5L76S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK6S",2025,"FORD","F-150","BEV",2,
"1FT6W7L79S",2025,"FORD","F-150","BEV",2,
"1FT6W5L77S",2025,"FORD","F-150","BEV",2,
"1FT6W5L73S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU4S",2025,"FORD","F-150","BEV",2,
"1FT6W5L70S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK5S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK8S",2025,"FORD","F-150","BEV",2,
"1FT6W5L72S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK2S",2025,"FORD","F-150","BEV",2,
"1FTVW3L76S",2025,"FORD","F-150","BEV",2,
"1FT6W5L71S",2025,"FORD","F-150","BEV",2,
"1FT6W5L78S",2025,"FORD","F-150","BEV",2,
"1FT6W5L74S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK9S",2025,"FORD","F-150","BEV",2,
"1FTVW3LKXS",2025,"FORD","F-150","BEV",2,
"1FT6W3LU1S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM0S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU7S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU0S",2025,"FORD","F-150","BEV",2,
"1FT6W5L79S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK3S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU3S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU0S",2025,"FORD","F-150","BEV",2,
"1FT6W7L76S",2025,"FORD","F-150","BEV",2,
"1FT6W7L72S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU5S",2025,"FORD","F-150","BEV",2,
"1FT6W3L70S",2025,"FORD","F-150","BEV",2,
"1FTVW3L70S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU6S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU8S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK8S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU9S",2025,"FORD","F-150","BEV",2,
"1FT6W3LUXS",2025,"FORD","F-150","BEV",2,
"1FT6W1BM1S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU6S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK4S",2025,"FORD","F-150","BEV",2,
"1FT6W3L78S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK2S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK0S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU1S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM3S",2025,"FORD","F-150","BEV",2,
"1FT6W3L7XS",2025,"FORD","F-150","BEV",2,
"1FTVW3LU5S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM7S",2025,"FORD","F-150","BEV",2,
"1FTVW1BKXS",2025,"FORD","F-150","BEV",2,
"1FTVW3LK3S",2025,"FORD","F-150","BEV",2,
"1FT6W5L7XS",2025,"FORD","F-150","BEV",2,
"1FTVW3L77S",2025,"FORD","F-150","BEV",2,
"1FT6W1B77S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU9S",2025,"FORD","F-150","BEV",2,
"1FT6W7L75S",2025,"FORD","F-150","BEV",2,
"1FTVW3LUXS",2025,"FORD","F-150","BEV",2,
"1FT6W7L71S",2025,"FORD","F-150","BEV",2,
"1FTVW5L70S",2025,"FORD","F-150","BEV",2,
"1FT6W5L75S",2025,"FORD","F-150","BEV",2,
"1FT6W3L76S",2025,"FORD","F-150","BEV",2,
"1FT6W3LU2S",2025,"FORD","F-150","BEV",2,
"1FTVW5L78S",2025,"FORD","F-150","BEV",2,
"1FT6W1BMXS",2025,"FORD","F-150","BEV",2,
"1FT6W7L73S",2025,"FORD","F-150","BEV",2,
"1FT6W7L70S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM2S",2025,"FORD","F-150","BEV",2,
"1FT6W3L71S",2025,"FORD","F-150","BEV",2,
"1FT6W3L72S",2025,"FORD","F-150","BEV",2,
"1FTVW3L71S",2025,"FORD","F-150","BEV",2,
"1FT6W7L78S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK4S",2025,"FORD","F-150","BEV",2,
"1FT6W7L7XS",2025,"FORD","F-150","BEV",2,
"1FT6W3L75S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK9S",2025,"FORD","F-150","BEV",2,
"1FT6W3L74S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM5S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK1S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK6S",2025,"FORD","F-150","BEV",2,
"1FTVW3LK7S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM9S",2025,"FORD","F-150","BEV",2,
"1FT6W7L74S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM6S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU9S",2025,"FORD","F-150","BEV",2,
"1FT6W1BUXS",2025,"FORD","F-150","BEV",2,
"1FT6W1BU0S",2025,"FORD","F-150","BEV",2,
"1FTVW3L79S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU6S",2025,"FORD","F-150","BEV",2,
"1FTVW5L76S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU4S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK0S",2025,"FORD","F-150","BEV",2,
"1FT6W1B70S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU7S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK1S",2025,"FORD","F-150","BEV",2,
"1FTVW5L79S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU7S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU2S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU1S",2025,"FORD","F-150","BEV",2,
"1FTVW1BK7S",2025,"FORD","F-150","BEV",2,
"1FT6W7L77S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU2S",2025,"FORD","F-150","BEV",2,
"1FTVW3L78S",2025,"FORD","F-150","BEV",2,
"1FTVW3LU3S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM8S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU5S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU8S",2025,"FORD","F-150","BEV",2,
"1FTVW3L75S",2025,"FORD","F-150","BEV",2,
"1FT6W1BU3S",2025,"FORD","F-150","BEV",2,
"1FTVW5L71S",2025,"FORD","F-150","BEV",2,
"1FTVW5L77S",2025,"FORD","F-150","BEV",2,
"1FT6W1BM4S",2025,"FORD","F-150","BEV",2,
"1FTVW5L7XS",2025,"FORD","F-150","BEV",2,
"3FMTK3SU2S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S55S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S57S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU0S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU6S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S55S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU7S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU4S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU1S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S56S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU8S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX1S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S5XS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX5S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R44S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU9S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX8S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S52S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R71S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S58S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX0S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX6S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU5S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R43S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX7S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SUXS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX9S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S50S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S51S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R47S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX3S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S50S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R40S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S54S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SXXS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3SU3S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S53S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R46S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R44S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S59S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S58S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S54S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S51S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R70S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R41S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX2S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU6S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU4S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R49S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK4SX4S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R48S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R77S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R46S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R47S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S59S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R48S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R42S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R45S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R78S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S52S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1S56S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R7XS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R49S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S5XS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S53S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1R4XS",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU1S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R74S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3S57S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R43S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R76S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU0S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R75S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU2S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R45S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU8S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R72S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK3R73S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"3FMTK1SU5S",2025,"FORD","MUSTANG MACH-E","BEV",2,
"1FTBW9CM3S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM9S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM5S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM8S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM6S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM2S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM3S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM7S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM4S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM0S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM5S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XMXS",2025,"FORD","TRANSIT","BEV",2,
"1FTBW3XM1S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM2S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM8S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM6S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM6S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM4S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM5S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XMXS",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM1S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM7S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM7S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM3S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM0S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YMXS",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM8S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM9S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM8S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM9S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM9S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM1S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CM0S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1XM4S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW1YM5S",2025,"FORD","TRANSIT","BEV",2,
"1FTBW9CMXS",2025,"FORD","TRANSIT","BEV",2,
"2G5ZJ2T63S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10ZEDXS",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED7S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED3S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED3S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED9S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED0S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2TZ5S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10VED2S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED1S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED0S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED8S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED6S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC101ED0S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ3TZ0S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2TZ6S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10TEF7S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED5S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ3TZXS",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10ZED4S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED1S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10ZED2S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED4S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED6S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED7S",2025,"CHEVROLET","SILVERADO","BEV",2,
"1GC10VED5S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ3T64S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2TY6S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10WEL3S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2T64S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10VEDXS",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ3TY3S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2TZ3S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ3T61S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC101ED3S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ3TZ4S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2T65S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC10VED8S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2TZ9S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC101ED8S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2TZ8S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ3TYXS",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC101ED6S",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2TZ7S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2TZ1S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ3T66S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"2G5ZJ2TY9S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"1GC101EDXS",2025,"CHEVROLET","SILVERADO","BEV",2,
"2G5ZJ2TY8S",2025,"CHEVROLET","BRIGHTDROP","BEV",2,
"3GNKDGRJ9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRMXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDDRM3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ8S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK4S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDARM3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDBRM1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL3S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDGRJ2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDDRM1S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJ0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKD1RJ5S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM0S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERLXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDJRJ2S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDHRK7S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDDRM9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDKRJXS",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDERL9S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GNKDCRM6S",2025,"CHEVROLET","BLAZER","BEV",2,
"3GN7DMRP3S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP1S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DMRP9S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRR6S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRP4S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP7S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP4S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRPXS",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRR2S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRR5S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRP7S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRR7S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRR0S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRR6S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP8S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP3S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRP2S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRR7S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRP3S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRRXS",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DMRP0S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRP9S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRP3S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DMRPXS",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRR6S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRP0S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DLRP2S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRP4S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRR8S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DNRR5S",2025,"CHEVROLET","EQUINOX","BEV",2,
"3GN7DSRR3S",2025,"CHEVROLET","EQUINOX","BEV",2,
